label,MAV,RMS,ZCR,VAR,WL
hello,0.23169954067638007,0.35797959534253654,33,0.07698616989868508,4.525727316097692
hello,0.22899702196307964,0.35605918703256584,36,0.07724440132629415,5.047993182545394
hello,0.23076987735923693,0.35766210401787335,40,0.07766329155807555,4.620789960282526
hello,0.22626978837882258,0.3531375559160624,36,0.07550293589165977,4.21386653812908
hello,0.22905846920375744,0.35498060418077865,36,0.07660065403013246,4.797894664684422
hello,0.22767078492557308,0.35396992420209594,49,0.07611872369101079,5.346545670696932
hello,0.2297255618492001,0.35672443101343204,45,0.07677418640916789,5.390742275421022
hello,0.22953974697584967,0.3558110607842249,35,0.07713386905199592,4.919558759746145
hello,0.22810716917773044,0.35604190158127885,46,0.07724390155264621,4.497540899844838
hello,0.22787080579398164,0.3560153957142746,36,0.07758356805571016,5.074172283910967
hello,0.22768395783755613,0.35420482277155424,38,0.07592493043324466,5.008656026949764
hello,0.22853280092811698,0.3547933430910296,39,0.07657097793897778,4.761006267902287
hello,0.22864709840056122,0.35544116907190587,37,0.07650117613482317,5.27680030583285
hello,0.22682966588139744,0.3546834633028734,35,0.07647163550790446,4.902505891342395
hello,0.22905685219904673,0.35643336471064063,42,0.0774449245791904,4.748731098400634
hello,0.22858986023043637,0.3569324216305728,47,0.07737473991113282,5.116894691378821
hello,0.22902648176109072,0.3577204026381981,42,0.07841391429875604,4.621699450458156
hello,0.2280515561578906,0.3556886177915763,35,0.0765677840958861,4.851709757387157
hello,0.22930908456591154,0.3575569685121248,43,0.07809088816109118,4.81970878660904
hello,0.22924157595545844,0.3572352948915251,43,0.07803579027383668,4.594419061208859
hello,0.229185181646144,0.35707002199127064,41,0.07792363683076539,5.026478404831746
hello,0.2279564567803753,0.35471238025673657,34,0.07621130266761048,4.7758972881220885
hello,0.22792520637420677,0.3535373662160401,37,0.07608179547866012,4.946651706297404
hello,0.22922101069015702,0.3554902174868091,43,0.07634634584599834,4.828260415972838
hello,0.22931272719450793,0.35727104856830344,42,0.07713375746272332,4.861959978348888
hello,0.22870816419278397,0.3557328835916718,44,0.07709610924230202,5.313487409443681
hello,0.22925940918028764,0.3552626095149145,37,0.07632630948514757,4.476847186878683
hello,0.22755357566975706,0.35470887171980564,32,0.07615952620758278,4.780490203858541
hello,0.22765661752237487,0.3555842687681032,38,0.07701925506019315,5.021206655235245
hello,0.22856564885408126,0.3562727753401711,41,0.07730599528060585,4.988916254327318
hello,0.22615629988892025,0.35309335186609503,43,0.07641353206952362,4.812455486909355
hello,0.2281494354939969,0.3551323124125744,44,0.07622879049674794,5.1644508790576715
hello,0.22906480764073506,0.3557549574560209,35,0.0759239789872173,4.850307831438785
hello,0.22909746084978702,0.35532111631400126,37,0.07621403394991927,4.957651566565868
hello,0.22990012323456596,0.35778661719654414,35,0.07719427331303715,4.598334732843876
hello,0.22988319506207178,0.35636143826685795,40,0.07735356653461486,4.96905004050017
hello,0.22731566114482457,0.3532787100203745,32,0.07598198800825993,4.7577257062113345
hello,0.22747086016192267,0.3554652404915751,38,0.07683839173820227,4.76231177866035
hello,0.2286679504824199,0.3565592079543774,36,0.07687384513363553,4.352101404351835
hello,0.22676359504609458,0.354625570721107,39,0.07680947735268776,4.504750546701558
hello,0.2291961092814929,0.35647498331863053,37,0.07692760849142702,4.657352721409496
hello,0.22788076108095198,0.35465656748478114,34,0.07666922368737994,4.561307577044161
hello,0.2293878875310438,0.3558526102228287,39,0.0762479178035869,4.645160145875931
hello,0.22863613637043742,0.35654962438283144,42,0.07710249359799043,4.988593484473615
hello,0.22868009787050897,0.35647451882060704,32,0.07653495687631455,4.49348241510676
hello,0.22878043928609787,0.3540692764528164,39,0.07644432304865317,4.935220522402467
hello,0.23124780712400106,0.357449022841747,39,0.07731298008020794,5.021092469186284
hello,0.2266511353308019,0.3546554254061653,29,0.07590083363250028,4.656154599598112
hello,0.2309186001320115,0.3589524833488847,39,0.07793577023937134,4.4760590771586255
hello,0.22663489530973918,0.35608467061019833,41,0.07784436149959997,4.546610817553171
hello,0.2298417584221519,0.357633950253469,29,0.07742240828341825,4.569709815618908
hello,0.22905069201262293,0.35636307488378216,34,0.07693157430015095,4.884676851152886
hello,0.23091552873725044,0.3582509125227657,38,0.0769294565376431,5.144678247630095
hello,0.22893482919303018,0.3564496593568921,36,0.07684631687219022,4.821239717521643
hello,0.22956072968074623,0.35803908485350155,40,0.07728647488073295,4.702718691678571
hello,0.2291487135738155,0.3550521306596505,37,0.07610018525912295,5.074070751752583
hello,0.22712278284957152,0.35477015692399005,43,0.07604784926134532,4.888171039419936
hello,0.22938477060618986,0.35672600883379496,36,0.07722154018230813,4.972122974590791
hello,0.2290364708044099,0.35548107890928954,40,0.07603822067719895,4.82249999001333
hello,0.22763679721935492,0.3560828454862331,37,0.07630217166643445,4.402114746137844
hello,0.22830701953051113,0.35615246993173577,39,0.07705366714738364,4.81589774936585
hello,0.226959341353603,0.3551615873313359,47,0.0767221143524128,4.831103770165632
help,0.14754365886856763,0.2243172394293876,39,0.03039508056404646,4.302226774126268
help,0.1440077820676559,0.2210367799650437,45,0.030164283794865812,4.252458485664398
help,0.14491714663831923,0.2234058260937685,41,0.03091128089643077,4.330620176280619
help,0.1465429705765654,0.22488554141557973,42,0.031121872199069926,4.175199537126974
help,0.14595746732412082,0.2245712757510741,42,0.030623801997776878,4.892005595369844
help,0.1470224581753112,0.22474912898422264,47,0.03042622611892993,4.8527033695754955
help,0.14438424567167593,0.22370682993789887,45,0.031091822208307703,4.684216736368289
help,0.14637098662551343,0.22378493447092998,45,0.030479984672704567,4.719349370494335
help,0.14514973371002976,0.2226409966075843,41,0.030049247960492975,4.625735104939462
help,0.14559215070934248,0.2253966280756169,44,0.03184443065124862,5.099793460273514
help,0.14634806625329458,0.22425128242094505,41,0.030585724824632204,4.550543590481677
help,0.14411105465471416,0.22248526310354605,40,0.03082933258982501,4.0777736302155985
help,0.1455455283638301,0.2229804383908557,41,0.02968332546244196,4.484750989087306
help,0.14711200467144442,0.22514128855338453,36,0.030117755462056316,4.195262563779154
help,0.1441843605212934,0.22274076145895408,41,0.030736796175348646,4.615546187790471
help,0.14599418021951843,0.2236545753767509,42,0.030867867649261797,4.966439369296568
help,0.14428956159876527,0.22226167694945972,44,0.030251483343830966,4.495125913595755
help,0.14545107730361928,0.22136382599321341,35,0.029172392626831037,4.5485183131984765
help,0.14457253786223298,0.2225769037417058,36,0.029944876360264598,4.6870534764524585
help,0.14532463096585585,0.22310711023997454,42,0.03032555625500737,4.26123333416928
help,0.14482122447750614,0.2227080787921297,39,0.030248686093329633,4.407543919920734
help,0.1426421671367333,0.21989838522213093,45,0.029596554958045824,4.696955331623519
help,0.14576225454810454,0.22541577866041396,45,0.03176402436873236,4.800575657851291
help,0.14581853225448602,0.22436890769766524,40,0.03079995584181881,4.674423260409011
help,0.1455588913741075,0.22216235834141645,44,0.02994280392732415,4.72149723610641
help,0.14560985546623859,0.22418092910028017,40,0.029999178042317068,4.40826229699631
help,0.14493024463730247,0.22257839679447095,41,0.030148158818583147,4.283525860404042
help,0.14459687554814127,0.22180135993269365,39,0.02947873854265407,4.27981486923891
help,0.14391488139927097,0.22152726576804185,43,0.030057313260078135,4.195955396464807
help,0.14492458241258277,0.22187983636592987,56,0.029750373084029676,5.065137207821804
help,0.14290600912665646,0.21921347237635028,41,0.028761432063380298,4.667723110680052
help,0.14455976347470242,0.22275773002028454,43,0.030517411132924804,4.381344630536758
help,0.1457447715727817,0.22458603872714067,46,0.030544223057820962,4.1932380767310855
help,0.14527749875191864,0.22307056620120838,44,0.030088968776461576,4.760259970617003
help,0.1466383690920749,0.2241711332044236,43,0.030206895735852394,4.2129787576279085
help,0.14487154670273916,0.2228256615651262,48,0.030183563979522862,4.2121288026457995
help,0.14544451444873732,0.22321476437900856,46,0.030016310575124692,4.831342715555922
help,0.14524889286183884,0.22341466809129348,48,0.030080746968655477,4.681548300554585
help,0.14428618198117804,0.21996898994395933,48,0.029236213326430182,5.097642216581365
help,0.1433080097886821,0.2209276124305663,44,0.030145714847835663,4.892597630038708
help,0.14461603539204979,0.2230076853204422,45,0.030703058689531448,4.360163392389773
help,0.1440597290963068,0.220353019661598,40,0.029811056310293654,4.3388689531524545
help,0.14785199896024206,0.22439795975023033,48,0.030460660127144656,5.404669664709338
help,0.146332579659746,0.22340267908199354,30,0.030105842898162597,4.0517376082423375
help,0.14495710955050736,0.2226273198192101,41,0.030530743403965034,4.6332915588016235
help,0.14495182679350319,0.2230550044996698,48,0.03055707619798005,4.640817766614112
help,0.14415140250375705,0.22169972646604313,42,0.02969547864387839,4.496238677810515
help,0.1459046861042604,0.22275517811201886,31,0.02973197009159596,4.270924903138153
help,0.14692438282656906,0.22326149934997935,47,0.030055327674907373,4.845485025193653
help,0.1451068901822959,0.22244802782318604,43,0.029687844393281013,4.660813335611964
help,0.14679523791915705,0.22486023282678727,45,0.030763143934499006,4.869487263926465
help,0.14655679807901867,0.22285755755431932,42,0.030255831676735713,4.983260957418086
help,0.14508808283536256,0.22310084862479101,35,0.030303037310655995,4.351019554294533
help,0.1448168138148054,0.22328777008073072,37,0.03015026499645832,4.624143064608383
help,0.14703007217005867,0.22335689680356033,46,0.03002986313019093,4.71564174632662
help,0.14568239031801122,0.22369148642479178,38,0.030629886924330794,4.817540903110137
help,0.1458055049722525,0.22341230252185434,38,0.029811133060918756,4.523295440124869
help,0.14472512921053338,0.22149742798753297,44,0.029942419587779375,4.412059475027627
help,0.14630715951956874,0.2242384260950823,47,0.030733422492880847,4.577788597013495
help,0.14434056153233799,0.22334400301698337,53,0.03029413194907934,4.385495483835141
help,0.14321238184519225,0.22067699440095528,44,0.029753145937565763,4.588068329918844
help,0.14611262274736092,0.223854197260545,43,0.03023674152224431,4.834101692976499
help,0.1461037385672905,0.2236400414853086,44,0.030443792360043007,4.499496478489277
help,0.14665924548946588,0.2223541311641747,44,0.03036708003255617,4.753445606081415
help,0.14599388959230095,0.2236243726501897,35,0.030137093067108333,4.604892421194194
help,0.1468166742456671,0.22548637933305332,44,0.03096177182031346,4.5852944658065535
help,0.14587898810923147,0.224154091446728,43,0.030794356276440327,4.883127319538019
help,0.1441501209323963,0.2207493257368598,40,0.029670682576276544,4.976983772477661
help,0.14736697763350548,0.22481651978679945,35,0.03029877444405542,4.6430455830193065
help,0.14366907013321473,0.22174181225803527,33,0.030018813028854535,4.520392186968866
help,0.14557647402666954,0.22320775192414663,47,0.0299932604812324,4.504151506595665
help,0.1457421366448546,0.22298543566595436,47,0.03003451799457418,4.408763632154701
help,0.14542157423464375,0.22199206822928422,47,0.030054918591654874,4.753891746638116
help,0.14583748519348955,0.22219545524974446,41,0.030146679914468084,4.684459973755578
help,0.14680625255699092,0.22461010800865244,40,0.03016781562002096,4.786016401482627
help,0.14437908765590224,0.22142025132476756,42,0.030190010131991175,4.5670843086133495
help,0.14315261545182767,0.21966757314488797,49,0.029224871900662,4.563616226379074
help,0.14344728116555885,0.2219412837187912,53,0.0300541262416025,4.3377155754071115
help,0.1446030043684607,0.2229246487833987,49,0.03057956931858127,4.860706848830455
help,0.14597761097303677,0.22306955256360925,43,0.030126333665229925,4.349440060846688
help,0.14726500771957732,0.22363719753505049,45,0.030374630725581393,5.103750924535726
help,0.1436774898014267,0.2224174273888773,44,0.029986729045013406,4.790142841380071
help,0.14557187586208745,0.22288018826236403,40,0.03042608113083353,4.735699697818548
help,0.14522936201127717,0.22220757180380535,42,0.02977241225627343,4.728092622864742
help,0.1464895517989339,0.22382779516105566,41,0.03012745812105016,4.774306828312913
help,0.14535924985986076,0.22261942156077374,37,0.029966280125683538,4.843878605561686
help,0.1472571206729448,0.22474586189600923,46,0.03064124487472617,4.519971188958356
help,0.1439759437317246,0.2220529895828568,28,0.02999953601923028,3.862711623897985
help,0.1452393024694865,0.2232112001523335,48,0.03029260114039494,4.764590844915501
help,0.14431083711284995,0.2216910267368153,48,0.030103350198470453,5.008511887070336
help,0.14611096905384563,0.22284422497737494,31,0.029471499366417832,4.41385274160225
help,0.14608889831520055,0.2237287610112792,47,0.030228658081014177,4.417627814511395
help,0.146351523610646,0.2238683852052797,49,0.030196915088679156,4.690209759877018
help,0.14489157630642158,0.2221936780846427,41,0.029744762081091124,4.82491789748765
help,0.14602743929395792,0.2242507277290032,44,0.030657011979298286,4.452722338592642
help,0.1449968676654674,0.22227902048266107,38,0.029842933341760202,4.639551699496948
help,0.14348789253458658,0.22206827754430705,45,0.030531520558904984,4.195275415452416
help,0.145227136966059,0.22333366669817373,40,0.030901353846879472,4.556855758021483
help,0.14535089939170726,0.2232238385482395,41,0.03001148212215359,4.48867195600597
help,0.1469673060295005,0.226366433012729,44,0.03116463762604151,4.630558602520619
yes,0.09154086250802983,0.13495704746392415,42,0.011370603130932754,4.758879557275884
yes,0.08929686053559902,0.13326341421810503,43,0.01102789729615908,4.540807980231795
yes,0.08949075097841439,0.13485692788931625,44,0.011437541490954667,4.661951589654917
yes,0.08976057322033426,0.1347485458322202,51,0.011176376508118336,4.473954120480458
yes,0.08894673060716361,0.13485250975666543,59,0.011403164914733734,4.2999680759327115
yes,0.09088014921985481,0.13488122203748049,40,0.011026411053259329,4.251135308982084
yes,0.09174654575222067,0.13634572433382203,54,0.011713533193149432,4.19982234391377
yes,0.08965328726073343,0.13363503795294696,51,0.011052374008663062,4.781568014940094
yes,0.09006970608359481,0.13423672354962699,44,0.011202140930797286,4.195790635115326
yes,0.09029447276827768,0.13398381579316235,50,0.011408545573240194,4.911143440602475
yes,0.09035094458393952,0.13470932283744466,43,0.011249869080583133,4.348152637078187
yes,0.08793561869320916,0.13210900788045724,46,0.010800893940638689,4.578672170890301
yes,0.08920522275751905,0.13425396136794152,45,0.011128800564425594,4.554548215261926
yes,0.08983537854798836,0.13426770564679105,47,0.011294212725875946,4.356841122436956
yes,0.09044156902678474,0.13451043857790834,53,0.010875399936723262,4.489271636469489
yes,0.08837068528534524,0.13278314255252893,49,0.010663073165235105,3.98399863629424
yes,0.0892371749922233,0.13247023616621728,49,0.010756204488687011,4.230358385317871
yes,0.09125707470327424,0.13535323207976133,41,0.011103294257729974,4.601362974103699
yes,0.08960911796458541,0.13473731107283984,42,0.011383775404596114,4.279374283883881
yes,0.09100357891851077,0.13514663980663577,56,0.010851533491300587,4.784295591110897
yes,0.08837321424406365,0.13452209014861508,49,0.011204003290111958,4.47687865287004
yes,0.09142901700690867,0.1346557524033993,39,0.011006159035922492,4.477941854889355
yes,0.09192152343331011,0.13622559130292547,49,0.011416014514831905,4.65523936792748
yes,0.09019435922837317,0.1336256596616114,45,0.010899645604096621,4.234997651834028
yes,0.09158383016922884,0.1342087989881972,51,0.010944299225266492,5.027759976468671
yes,0.09131023186693098,0.13585021469475075,48,0.01133053234460384,4.231920442955833
yes,0.08871994951652926,0.13318814975267237,51,0.010943092085521001,4.447070534165429
yes,0.0894796635897512,0.13413240031828078,42,0.010843065206782217,4.394622029197871
yes,0.09004507143802329,0.13443767725057093,41,0.0111589134098202,4.680056721712159
yes,0.09183328834588866,0.13606563877836525,51,0.011258756200077937,4.609340828735817
yes,0.09026453331073551,0.13568763847117032,45,0.011158637502009426,4.282877888202394
yes,0.09172811330822174,0.13599036731916653,44,0.011475092242638176,4.722954109620608
yes,0.08622500834541018,0.13063306889708498,43,0.01064198832182536,4.576641054848928
yes,0.08940032919954849,0.13354827863367474,46,0.01101057059088174,4.1014489821075415
yes,0.09180151399031047,0.13632445515068786,36,0.011565332076557928,4.376889463472315
yes,0.09078346718656233,0.13453767509719616,38,0.010967160171030855,4.242874590202847
yes,0.09089791252322929,0.13406743570642146,47,0.010732588162754788,4.723635988266176
yes,0.08978399453153331,0.13318267681374996,47,0.011147066788065785,4.789527036942975
yes,0.09311782927331748,0.13631902805703072,51,0.011462557038089983,5.276314516240557
yes,0.09111208086101417,0.13524631855730784,49,0.011407867139894428,5.088676370989793
yes,0.09108425261232958,0.13633272414892383,53,0.01142782240583884,4.642881452116565
yes,0.08945146599807609,0.13302100448609097,50,0.010736566521394477,4.577739133433601
yes,0.08667125571031335,0.13122461332881044,58,0.010811510813936928,4.815141324469131
yes,0.08998612452879814,0.13413620286034048,47,0.01108783235868556,4.602577457137382
yes,0.08819426337582235,0.13359849287795975,46,0.010884213260795585,4.268848778147465
yes,0.0891742352503914,0.13353806317978556,55,0.011102006721976442,5.147279682749065
yes,0.09049019727926443,0.1367349370080171,54,0.011519049123534133,4.751103503700737
yes,0.09040015853611592,0.13709708499237824,60,0.011681456955776381,4.579166180858101
yes,0.0904898778476191,0.1338473954522185,42,0.011088414539809972,4.405415413735662
yes,0.08894819662341756,0.13249659253367996,46,0.010662479022844179,4.469258817421213
yes,0.08959101016962212,0.1343341057575413,52,0.011087500800803722,4.5123482090418605
yes,0.09091440189150374,0.13538634648310344,51,0.011012591763202392,4.534606875359305
yes,0.0916142329700902,0.13533493955112827,54,0.01135498429663966,4.7328521457715915
yes,0.09016151362491395,0.13449933495652086,42,0.0109637150621242,4.4528935293010505
yes,0.08880073816460526,0.13451386470384888,56,0.011262316929278437,4.532076749993272
yes,0.09051806886739268,0.13616646524898715,51,0.011535534148719696,4.324613552714196
yes,0.09056870967621407,0.13607557379742508,44,0.011204367587122338,4.315240048314617
yes,0.09023728409749805,0.1360265626469784,47,0.011369701376341097,4.221303939589205
yes,0.08823273144508179,0.13317858192876783,45,0.010901327420976848,4.400247823904154
yes,0.08954854469364719,0.13405269680887755,43,0.010911889255826672,4.466160835024667
yes,0.09048235786995491,0.13531423239406282,47,0.011523665401355925,4.265025562542867
yes,0.0896238775964122,0.13306456582017628,49,0.010849329033007045,4.152591409985077
yes,0.08880422517808885,0.13336477101272082,54,0.01068306766099134,4.426839636280832
yes,0.09002154130327124,0.1343884443754039,61,0.011402045124220073,5.062855438516495
yes,0.08863974879261655,0.13319162986595723,50,0.010983124857500432,4.641640041549552
yes,0.0904902718074711,0.13491387486307246,53,0.011022198913409758,4.467153265638605
yes,0.08892844675381792,0.13505577617408226,45,0.01114087582169509,4.515491673361739
yes,0.0874533184517208,0.13176600102038918,58,0.010781746685048957,4.335402783487477
yes,0.09038804349752215,0.1353940362309695,48,0.011234947206200776,4.68725450804382
yes,0.0901504933518548,0.1343265853508922,54,0.010940098960748816,4.424646883301683
yes,0.09087230707304647,0.13483037504908998,46,0.011046150711533649,4.568470652679304
yes,0.08959664494360556,0.13603227579982574,40,0.011323024740462912,4.186844133229117
yes,0.08954914625204834,0.13430373892034528,45,0.011316686602099413,4.419240148403565
yes,0.09073756190836786,0.1368272449729201,52,0.011422279690506918,4.7181761352639215
yes,0.0892217555970831,0.13378585986610722,50,0.010791994349419496,3.9269179994348824
yes,0.08878309377242236,0.13479021330352375,54,0.011318104765157926,4.666600530491211
yes,0.08923948595151514,0.13438735913952451,48,0.01137151524096019,4.314697003860813
yes,0.08941750946911084,0.13407657208111762,34,0.011321515536764963,4.040764174819541
yes,0.0914873748223771,0.13484525252629706,40,0.011015965272948744,4.634238627261276
yes,0.08854213771484268,0.1350812216287352,47,0.011411445071187066,4.372013809980148
yes,0.09090998230081473,0.1369301595912669,46,0.012091447594074333,4.814642024455214
yes,0.09018700132014242,0.13512930965319309,49,0.011008434630348746,4.229845768109747
yes,0.09028100868408845,0.1338054665885559,50,0.011027750671357337,4.758030880282899
yes,0.09058098896865331,0.1352780127873487,55,0.01126935207609372,4.831223014284909
yes,0.09113482329984697,0.13583501841207293,45,0.011297284467964217,4.704383599252059
yes,0.08965803186075742,0.13364064591224264,54,0.011124760319756836,4.850143080673504
yes,0.09082792412278617,0.13621399858091582,52,0.011222577388712627,4.716612964762045
yes,0.09237845998878079,0.13676296520920295,45,0.01142252173989754,4.973683848797496
yes,0.08976576615931578,0.1330366602246766,50,0.010733606291856735,4.923241593343725
yes,0.09084037881065811,0.13523035113927923,42,0.011420956331833607,4.526644983936411
yes,0.09099494151336775,0.13589159367458803,49,0.011335965632008888,4.392519371506387
yes,0.09085666897279374,0.13671017940436556,50,0.011297043878612275,4.568927963742269
yes,0.09107520452322586,0.1356317863641601,52,0.011073945068852202,4.986157951789438
yes,0.08783854123157081,0.13307308343474025,50,0.011044258950065595,4.210575592046787
yes,0.08788083131967377,0.1330345726664944,57,0.011032795631410177,3.9849705608541885
yes,0.08866245516224323,0.13323749394569975,47,0.010665431918912577,4.2000578750261575
yes,0.08806408642947132,0.13236298564226323,48,0.011035399228196921,4.483997155258344
yes,0.09065281102076846,0.135295785305579,50,0.01128881091488081,4.366747480080363
yes,0.08837685072199525,0.13289829332445624,44,0.010812981865302449,4.076517717705619
yes,0.09029919051874488,0.13433830756825943,56,0.011213354965408928,4.364953614736596
no,0.06245307439283241,0.09053748225001303,53,0.0051298578961875355,4.442589867100773
no,0.06270181328942108,0.0915919245606356,48,0.0051131416273822805,4.01761984504574
no,0.06250141434201698,0.09091982138460666,57,0.005417944399326083,5.086187184422734
no,0.06418743539774056,0.09151081849086064,48,0.005063732321967929,4.658439666090086
no,0.061890810253369566,0.09089579095204302,55,0.005133244042866304,4.536795854604332
no,0.06433839285519725,0.09223226111081734,50,0.005132673122836857,4.776406295009502
no,0.0635676033290365,0.09337090044996892,55,0.005425471187037656,4.008331044784461
no,0.06289007948908482,0.089767953110641,47,0.005115186322421079,4.385302964214054
no,0.06322834411674441,0.0925483604922501,62,0.005521559898358873,4.71900000795078
no,0.06291907361548918,0.0908791192577003,52,0.005029422769344261,4.493960192163086
no,0.0639499243152249,0.09081875939440902,51,0.005246112942701375,5.055059827556061
no,0.06227740192371607,0.08957244356715152,48,0.004849752758298975,4.678363710889334
no,0.06277742944127546,0.09112515037277205,41,0.0050458507645021345,3.7831444773284537
no,0.06159266640398238,0.08947067996390064,53,0.005011069130860635,4.6972098212067515
no,0.06363375004704094,0.09197311238648402,59,0.005158471022821944,4.976343923887455
no,0.06367038061320761,0.09163412677680262,54,0.005419059679801306,4.5797859151470774
no,0.06086698409085153,0.08830713684736605,52,0.004744916858084849,4.935973582047488
no,0.06395461619353288,0.09115082956669696,61,0.005284760069957566,4.749943147815244
no,0.06256388597815271,0.09070242647813612,50,0.005223411681581237,4.487931606342017
no,0.06297388927038237,0.09124171841233063,47,0.005250035912642478,4.476996571825316
no,0.060921197439641174,0.08890320669544706,48,0.004867483058545604,4.180294995721186
no,0.06415088537677381,0.09316947712211272,58,0.005289021190942093,4.713347763578314
no,0.0620020360784099,0.08919913047991211,52,0.004976086338920306,4.662397429661681
no,0.06510876124680666,0.09427705787441422,49,0.005380920993789337,4.667303803038122
no,0.06504653447846416,0.09296284226461946,51,0.005199785926902405,4.731268450098407
no,0.061461317348716946,0.08848924713659283,58,0.004801258020398902,4.125643156652409
no,0.06382720171159939,0.09192591351162364,48,0.005255126357447918,4.493246302463428
no,0.0647920407607978,0.0937588086187983,46,0.005594548377854105,4.455297044504943
no,0.06352915025482903,0.0935983654126633,56,0.00563270246052616,4.1883182863729465
no,0.06347925229348085,0.09253482130881055,47,0.0054429084100198555,4.468177273710424
no,0.06274904939030054,0.0923964940722482,44,0.005313692878324189,4.044942950706744
no,0.063859911736722,0.09316990968247195,64,0.005427197144709235,4.607989319591097
no,0.06290803024746498,0.09189151291072614,38,0.0053470557340563486,4.261452863586462
no,0.06236713358890729,0.08966995672050988,53,0.005075565307029362,4.6492586551476585
no,0.06295781874932192,0.09096484360230983,53,0.005105065126741561,4.741298147960823
no,0.06471481208082244,0.09346024263354745,50,0.00539232706274548,4.897686744522115
no,0.062187391713891135,0.09035261501895152,45,0.004927512114864717,4.3511897656789
no,0.06376893437438894,0.09282897798127301,56,0.005318304221552459,4.505278426179443
no,0.06193104410247798,0.09124139169034423,57,0.005141723397242999,4.376353242894242
no,0.06505989271316143,0.09353955568521834,41,0.005309837622622781,4.394223351664773
no,0.06375309561174597,0.09268254662594058,52,0.005370150613390441,4.884095263380704
no,0.060476133049656655,0.08974754148805773,49,0.005308821581789374,4.7385220880543
no,0.06353072791023763,0.09049630034856836,55,0.005094633340884982,4.437546154378227
no,0.06500892522776264,0.09206064518053653,52,0.005284645883845212,5.024834509627482
no,0.06415901722560027,0.09132903177955311,43,0.00524566688474424,4.0891511197445745
no,0.06429070757237262,0.09305582209332945,57,0.005429493043992687,4.511642794479705
no,0.06377173762380672,0.09129273608686432,44,0.005073293260729356,4.424452117874468
no,0.06448648569573061,0.09405785866291383,45,0.005403847725774061,4.1727587057279925
no,0.06159950582803123,0.0894038573577374,50,0.004819662141896406,4.105771075299666
no,0.0610479595209901,0.08881430938660641,55,0.004992753953791737,4.32614764152374
no,0.06333066587764824,0.09257465711451811,49,0.005489899114619423,4.627550289763061
no,0.06183528370480233,0.08972976818787261,54,0.004973916959574172,3.981058344051689
